mean,stdev,variance,skew,kurtosis,max,rms,en,label
-137.5000,7.0711,50.0000,2.2678,3.1429,-120.0000,137.6590,18950.0000,ECU1
-130.0000,10.5409,111.1111,0.0000,-2.0000,-120.0000,130.3840,17000.0000,ECU1
-120.0000,0.0000,0.0000,0.0000,-3.0000,-120.0000,120.0000,14400.0000,ECU1
-140.0000,0.0000,0.0000,0.0000,-3.0000,-140.0000,140.0000,19600.0000,ECU1
-136.0000,8.4327,71.1111,1.5000,0.2500,-120.0000,136.2351,18560.0000,ECU1
-120.0000,0.0000,0.0000,0.0000,-3.0000,-120.0000,120.0000,14400.0000,ECU1
-140.0000,0.0000,0.0000,0.0000,-3.0000,-140.0000,140.0000,19600.0000,ECU1
-157.7778,6.6667,44.4444,2.4749,4.1250,-140.0000,157.9029,24933.3333,ECU1
-122.5000,7.0711,50.0000,-2.2678,3.1429,-120.0000,122.6784,15050.0000,ECU1
-140.0000,0.0000,0.0000,0.0000,-3.0000,-140.0000,140.0000,19600.0000,ECU1
-137.7778,6.6667,44.4444,2.4749,4.1250,-120.0000,137.9211,19022.2222,ECU1
-120.0000,0.0000,0.0000,0.0000,-3.0000,-120.0000,120.0000,14400.0000,ECU1
-140.0000,0.0000,0.0000,0.0000,-3.0000,-140.0000,140.0000,19600.0000,ECU1
-140.0000,0.0000,0.0000,0.0000,-3.0000,-140.0000,140.0000,19600.0000,ECU1
-122.0000,6.3246,40.0000,-2.6667,5.1111,-120.0000,122.1475,14920.0000,ECU1
-140.0000,0.0000,0.0000,0.0000,-3.0000,-140.0000,140.0000,19600.0000,ECU1
-140.0000,0.0000,0.0000,0.0000,-3.0000,-140.0000,140.0000,19600.0000,ECU1
-126.6667,10.0000,100.0000,-0.7071,-1.5000,-120.0000,127.0171,16133.3333,ECU1
-120.0000,0.0000,0.0000,0.0000,-3.0000,-120.0000,120.0000,14400.0000,ECU1
-117.5000,7.0711,50.0000,2.2678,3.1429,-100.0000,117.6860,13850.0000,ECU1
-122.0000,6.3246,40.0000,-2.6667,5.1111,-120.0000,122.1475,14920.0000,ECU1
-121.8182,6.0302,36.3636,-2.8460,6.1000,-120.0000,121.9538,14872.7273,ECU1
-140.0000,0.0000,0.0000,0.0000,-3.0000,-140.0000,140.0000,19600.0000,ECU1
-122.5000,7.0711,50.0000,-2.2678,3.1429,-120.0000,122.6784,15050.0000,ECU1
-137.5000,7.0711,50.0000,2.2678,3.1429,-120.0000,137.6590,18950.0000,ECU1
-120.0000,0.0000,0.0000,0.0000,-3.0000,-120.0000,120.0000,14400.0000,ECU1
-124.4444,8.8192,77.7778,-1.3363,-0.2143,-120.0000,124.7219,15555.5556,ECU1
-140.0000,0.0000,0.0000,0.0000,-3.0000,-140.0000,140.0000,19600.0000,ECU1
-140.0000,0.0000,0.0000,0.0000,-3.0000,-140.0000,140.0000,19600.0000,ECU1
-148.8889,10.5409,111.1111,-0.2236,-1.9500,-140.0000,149.2202,22266.6667,ECU1
-140.0000,0.0000,0.0000,0.0000,-3.0000,-140.0000,140.0000,19600.0000,ECU1
-120.0000,0.0000,0.0000,0.0000,-3.0000,-120.0000,120.0000,14400.0000,ECU1
-131.1111,10.5409,111.1111,0.2236,-1.9500,-120.0000,131.4872,17288.8889,ECU1
-120.0000,0.0000,0.0000,0.0000,-3.0000,-120.0000,120.0000,14400.0000,ECU1
-120.0000,0.0000,0.0000,0.0000,-3.0000,-120.0000,120.0000,14400.0000,ECU1
-120.0000,0.0000,0.0000,0.0000,-3.0000,-120.0000,120.0000,14400.0000,ECU1
-120.0000,0.0000,0.0000,0.0000,-3.0000,-120.0000,120.0000,14400.0000,ECU1
-140.0000,0.0000,0.0000,0.0000,-3.0000,-140.0000,140.0000,19600.0000,ECU1
-137.7778,6.6667,44.4444,2.4749,4.1250,-120.0000,137.9211,19022.2222,ECU1
-120.0000,0.0000,0.0000,0.0000,-3.0000,-120.0000,120.0000,14400.0000,ECU1
-120.0000,0.0000,0.0000,0.0000,-3.0000,-120.0000,120.0000,14400.0000,ECU1
-140.0000,0.0000,0.0000,0.0000,-3.0000,-140.0000,140.0000,19600.0000,ECU1
-120.0000,0.0000,0.0000,0.0000,-3.0000,-120.0000,120.0000,14400.0000,ECU1
-140.0000,0.0000,0.0000,0.0000,-3.0000,-140.0000,140.0000,19600.0000,ECU1
-118.0000,6.3246,40.0000,2.6667,5.1111,-100.0000,118.1524,13960.0000,ECU1
-120.0000,0.0000,0.0000,0.0000,-3.0000,-120.0000,120.0000,14400.0000,ECU1
-140.0000,0.0000,0.0000,0.0000,-3.0000,-140.0000,140.0000,19600.0000,ECU1
-140.0000,0.0000,0.0000,0.0000,-3.0000,-140.0000,140.0000,19600.0000,ECU1
-124.4444,8.8192,77.7778,-1.3363,-0.2143,-120.0000,124.7219,15555.5556,ECU1
-142.5000,7.0711,50.0000,-2.2678,3.1429,-140.0000,142.6534,20350.0000,ECU1
-137.7778,6.6667,44.4444,2.4749,4.1250,-120.0000,137.9211,19022.2222,ECU1
-120.0000,0.0000,0.0000,0.0000,-3.0000,-120.0000,120.0000,14400.0000,ECU1
-140.0000,0.0000,0.0000,0.0000,-3.0000,-140.0000,140.0000,19600.0000,ECU1
-140.0000,0.0000,0.0000,0.0000,-3.0000,-140.0000,140.0000,19600.0000,ECU1
-127.5000,10.3510,107.1429,-0.5164,-1.7333,-120.0000,127.8671,16350.0000,ECU1
-140.0000,0.0000,0.0000,0.0000,-3.0000,-140.0000,140.0000,19600.0000,ECU1
-140.0000,0.0000,0.0000,0.0000,-3.0000,-140.0000,140.0000,19600.0000,ECU1
-125.0000,9.2582,85.7143,-1.1547,-0.6667,-120.0000,125.2996,15700.0000,ECU1
-120.0000,0.0000,0.0000,0.0000,-3.0000,-120.0000,120.0000,14400.0000,ECU1
-140.0000,0.0000,0.0000,0.0000,-3.0000,-140.0000,140.0000,19600.0000,ECU1
-132.5000,10.3510,107.1429,0.5164,-1.7333,-120.0000,132.8533,17650.0000,ECU1
-120.0000,0.0000,0.0000,0.0000,-3.0000,-120.0000,120.0000,14400.0000,ECU1
-140.0000,0.0000,0.0000,0.0000,-3.0000,-140.0000,140.0000,19600.0000,ECU1
-132.5000,10.3510,107.1429,0.5164,-1.7333,-120.0000,132.8533,17650.0000,ECU1
-122.2222,6.6667,44.4444,-2.4749,4.1250,-120.0000,122.3837,14977.7778,ECU1
-140.0000,0.0000,0.0000,0.0000,-3.0000,-140.0000,140.0000,19600.0000,ECU1
-112.5000,10.3510,107.1429,0.5164,-1.7333,-100.0000,112.9159,12750.0000,ECU1
-3.3333,8.1650,66.6667,-1.7889,1.2000,0.0000,8.1650,66.6667,ECU2
-20.0000,0.0000,0.0000,0.0000,-3.0000,-20.0000,20.0000,400.0000,ECU2
-10.0000,10.9545,120.0000,0.0000,-2.0000,0.0000,14.1421,200.0000,ECU2
0.0000,30.9839,960.0000,1.4142,0.5000,60.0000,28.2843,800.0000,ECU2
-13.3333,16.3299,266.6667,-0.6261,-0.9600,0.0000,20.0000,400.0000,ECU2
-20.0000,0.0000,0.0000,0.0000,-3.0000,-20.0000,20.0000,400.0000,ECU2
-10.0000,10.9545,120.0000,0.0000,-2.0000,0.0000,14.1421,200.0000,ECU2
-16.6667,8.1650,66.6667,1.7889,1.2000,0.0000,18.2574,333.3333,ECU2
-10.0000,10.9545,120.0000,0.0000,-2.0000,0.0000,14.1421,200.0000,ECU2
-26.6667,10.3280,106.6667,-0.7071,-1.5000,-20.0000,28.2843,800.0000,ECU2
-20.0000,12.6491,160.0000,0.0000,-0.0000,0.0000,23.0940,533.3333,ECU2
-3.3333,8.1650,66.6667,-1.7889,1.2000,0.0000,8.1650,66.6667,ECU2
0.0000,21.9089,480.0000,1.0000,0.0000,40.0000,20.0000,400.0000,ECU2
-16.6667,8.1650,66.6667,1.7889,1.2000,0.0000,18.2574,333.3333,ECU2
-13.3333,10.3280,106.6667,0.7071,-1.5000,0.0000,16.3299,266.6667,ECU2
-23.3333,8.1650,66.6667,-1.7889,1.2000,-20.0000,24.4949,600.0000,ECU2
-6.6667,10.3280,106.6667,-0.7071,-1.5000,0.0000,11.5470,133.3333,ECU2
-6.6667,16.3299,266.6667,-1.7889,1.2000,0.0000,16.3299,266.6667,ECU2
-3.3333,8.1650,66.6667,-1.7889,1.2000,0.0000,8.1650,66.6667,ECU2
-16.6667,8.1650,66.6667,1.7889,1.2000,0.0000,18.2574,333.3333,ECU2
-6.6667,10.3280,106.6667,-0.7071,-1.5000,0.0000,11.5470,133.3333,ECU2
-23.3333,8.1650,66.6667,-1.7889,1.2000,-20.0000,24.4949,600.0000,ECU2
-10.0000,10.9545,120.0000,0.0000,-2.0000,0.0000,14.1421,200.0000,ECU2
-20.0000,0.0000,0.0000,0.0000,-3.0000,-20.0000,20.0000,400.0000,ECU2
-16.6667,8.1650,66.6667,1.7889,1.2000,0.0000,18.2574,333.3333,ECU2
-3.3333,8.1650,66.6667,-1.7889,1.2000,0.0000,8.1650,66.6667,ECU2
-13.3333,10.3280,106.6667,0.7071,-1.5000,0.0000,16.3299,266.6667,ECU2
-16.6667,8.1650,66.6667,1.7889,1.2000,0.0000,18.2574,333.3333,ECU2
-20.0000,0.0000,0.0000,0.0000,-3.0000,-20.0000,20.0000,400.0000,ECU2
-13.3333,10.3280,106.6667,0.7071,-1.5000,0.0000,16.3299,266.6667,ECU2
-16.6667,8.1650,66.6667,1.7889,1.2000,0.0000,18.2574,333.3333,ECU2
-13.3333,10.3280,106.6667,0.7071,-1.5000,0.0000,16.3299,266.6667,ECU2
3.3333,29.4392,866.6667,0.5190,-1.5607,40.0000,27.0801,733.3333,ECU2
-23.3333,8.1650,66.6667,-1.7889,1.2000,-20.0000,24.4949,600.0000,ECU2
-23.3333,8.1650,66.6667,-1.7889,1.2000,-20.0000,24.4949,600.0000,ECU2
-3.3333,8.1650,66.6667,-1.7889,1.2000,0.0000,8.1650,66.6667,ECU2
6.6667,16.3299,266.6667,1.7889,1.2000,40.0000,16.3299,266.6667,ECU2
-16.6667,8.1650,66.6667,1.7889,1.2000,0.0000,18.2574,333.3333,ECU2
-3.3333,8.1650,66.6667,-1.7889,1.2000,0.0000,8.1650,66.6667,ECU2
-16.6667,8.1650,66.6667,1.7889,1.2000,0.0000,18.2574,333.3333,ECU2
-10.0000,10.9545,120.0000,0.0000,-2.0000,0.0000,14.1421,200.0000,ECU2
3.3333,8.1650,66.6667,1.7889,1.2000,20.0000,8.1650,66.6667,ECU2
-10.0000,10.9545,120.0000,0.0000,-2.0000,0.0000,14.1421,200.0000,ECU2
-16.6667,8.1650,66.6667,1.7889,1.2000,0.0000,18.2574,333.3333,ECU2
-46.6667,10.3280,106.6667,-0.7071,-1.5000,-40.0000,47.6095,2266.6667,ECU2
-13.3333,10.3280,106.6667,0.7071,-1.5000,0.0000,16.3299,266.6667,ECU2
-3.3333,15.0555,226.6667,0.2283,-0.8927,20.0000,14.1421,200.0000,ECU2
-20.0000,0.0000,0.0000,0.0000,-3.0000,-20.0000,20.0000,400.0000,ECU2
-10.0000,10.9545,120.0000,0.0000,-2.0000,0.0000,14.1421,200.0000,ECU2
-20.0000,0.0000,0.0000,0.0000,-3.0000,-20.0000,20.0000,400.0000,ECU2
-13.3333,10.3280,106.6667,0.7071,-1.5000,0.0000,16.3299,266.6667,ECU2
3.3333,8.1650,66.6667,1.7889,1.2000,20.0000,8.1650,66.6667,ECU2
-16.6667,8.1650,66.6667,1.7889,1.2000,0.0000,18.2574,333.3333,ECU2
3.3333,8.1650,66.6667,1.7889,1.2000,20.0000,8.1650,66.6667,ECU2
-23.3333,8.1650,66.6667,-1.7889,1.2000,-20.0000,24.4949,600.0000,ECU2
-3.3333,8.1650,66.6667,-1.7889,1.2000,0.0000,8.1650,66.6667,ECU2
-10.0000,10.9545,120.0000,0.0000,-2.0000,0.0000,14.1421,200.0000,ECU2
-3.3333,26.5832,706.6667,0.8812,-1.0146,40.0000,24.4949,600.0000,ECU2
-6.6667,10.3280,106.6667,-0.7071,-1.5000,0.0000,11.5470,133.3333,ECU2
-20.0000,0.0000,0.0000,0.0000,-3.0000,-20.0000,20.0000,400.0000,ECU2
-6.6667,10.3280,106.6667,-0.7071,-1.5000,0.0000,11.5470,133.3333,ECU2
-13.3333,10.3280,106.6667,0.7071,-1.5000,0.0000,16.3299,266.6667,ECU2
-10.0000,10.9545,120.0000,0.0000,-2.0000,0.0000,14.1421,200.0000,ECU2
-16.6667,8.1650,66.6667,1.7889,1.2000,0.0000,18.2574,333.3333,ECU2
-23.3333,8.1650,66.6667,-1.7889,1.2000,-20.0000,24.4949,600.0000,ECU2
-3.3333,8.1650,66.6667,-1.7889,1.2000,0.0000,8.1650,66.6667,ECU2
-13.3333,10.3280,106.6667,0.7071,-1.5000,0.0000,16.3299,266.6667,ECU2
-10.0000,10.9545,120.0000,0.0000,-2.0000,0.0000,14.1421,200.0000,ECU2
-23.3333,8.1650,66.6667,-1.7889,1.2000,-20.0000,24.4949,600.0000,ECU2
-6.6667,10.3280,106.6667,-0.7071,-1.5000,0.0000,11.5470,133.3333,ECU2
-13.3333,10.3280,106.6667,0.7071,-1.5000,0.0000,16.3299,266.6667,ECU2
-10.0000,10.9545,120.0000,0.0000,-2.0000,0.0000,14.1421,200.0000,ECU2
-20.0000,0.0000,0.0000,0.0000,-3.0000,-20.0000,20.0000,400.0000,ECU2
-10.0000,10.9545,120.0000,0.0000,-2.0000,0.0000,14.1421,200.0000,ECU2
-3.3333,8.1650,66.6667,-1.7889,1.2000,0.0000,8.1650,66.6667,ECU2
-13.3333,10.3280,106.6667,0.7071,-1.5000,0.0000,16.3299,266.6667,ECU2
0.0000,12.6491,160.0000,0.0000,-0.0000,20.0000,11.5470,133.3333,ECU2
-20.0000,0.0000,0.0000,0.0000,-3.0000,-20.0000,20.0000,400.0000,ECU2
-13.3333,10.3280,106.6667,0.7071,-1.5000,0.0000,16.3299,266.6667,ECU2
-16.6667,8.1650,66.6667,1.7889,1.2000,0.0000,18.2574,333.3333,ECU2
-16.6667,8.1650,66.6667,1.7889,1.2000,0.0000,18.2574,333.3333,ECU2
-16.6667,8.1650,66.6667,1.7889,1.2000,0.0000,18.2574,333.3333,ECU2
-6.6667,10.3280,106.6667,-0.7071,-1.5000,0.0000,11.5470,133.3333,ECU2
3.3333,8.1650,66.6667,1.7889,1.2000,20.0000,8.1650,66.6667,ECU2
-20.0000,0.0000,0.0000,0.0000,-3.0000,-20.0000,20.0000,400.0000,ECU2
10.0000,24.4949,600.0000,1.7889,1.2000,60.0000,24.4949,600.0000,ECU2
-10.0000,10.9545,120.0000,0.0000,-2.0000,0.0000,14.1421,200.0000,ECU2
3.3333,8.1650,66.6667,1.7889,1.2000,20.0000,8.1650,66.6667,ECU2
-16.6667,8.1650,66.6667,1.7889,1.2000,0.0000,18.2574,333.3333,ECU2
0.0000,12.6491,160.0000,0.0000,-0.0000,20.0000,11.5470,133.3333,ECU2
-16.6667,8.1650,66.6667,1.7889,1.2000,0.0000,18.2574,333.3333,ECU2
-16.6667,8.1650,66.6667,1.7889,1.2000,0.0000,18.2574,333.3333,ECU2
-6.6667,10.3280,106.6667,-0.7071,-1.5000,0.0000,11.5470,133.3333,ECU2
-10.0000,10.9545,120.0000,0.0000,-2.0000,0.0000,14.1421,200.0000,ECU2
-3.3333,8.1650,66.6667,-1.7889,1.2000,0.0000,8.1650,66.6667,ECU2
3.3333,8.1650,66.6667,1.7889,1.2000,20.0000,8.1650,66.6667,ECU2
-13.3333,10.3280,106.6667,0.7071,-1.5000,0.0000,16.3299,266.6667,ECU2
-20.0000,0.0000,0.0000,0.0000,-3.0000,-20.0000,20.0000,400.0000,ECU2
-20.0000,0.0000,0.0000,0.0000,-3.0000,-20.0000,20.0000,400.0000,ECU2
-6.6667,10.3280,106.6667,-0.7071,-1.5000,0.0000,11.5470,133.3333,ECU2
-16.6667,8.1650,66.6667,1.7889,1.2000,0.0000,18.2574,333.3333,ECU2
-13.3333,10.3280,106.6667,0.7071,-1.5000,0.0000,16.3299,266.6667,ECU2
-13.3333,10.3280,106.6667,0.7071,-1.5000,0.0000,16.3299,266.6667,ECU2
-3.3333,8.1650,66.6667,-1.7889,1.2000,0.0000,8.1650,66.6667,ECU2
-23.3333,8.1650,66.6667,-1.7889,1.2000,-20.0000,24.4949,600.0000,ECU2
-10.0000,10.9545,120.0000,0.0000,-2.0000,0.0000,14.1421,200.0000,ECU2
-6.6667,10.3280,106.6667,-0.7071,-1.5000,0.0000,11.5470,133.3333,ECU2
-20.0000,0.0000,0.0000,0.0000,-3.0000,-20.0000,20.0000,400.0000,ECU2
6.6667,10.3280,106.6667,0.7071,-1.5000,20.0000,11.5470,133.3333,ECU2
-20.0000,0.0000,0.0000,0.0000,-3.0000,-20.0000,20.0000,400.0000,ECU2
-10.0000,10.9545,120.0000,0.0000,-2.0000,0.0000,14.1421,200.0000,ECU2
-16.6667,8.1650,66.6667,1.7889,1.2000,0.0000,18.2574,333.3333,ECU2
-10.0000,10.9545,120.0000,0.0000,-2.0000,0.0000,14.1421,200.0000,ECU2
3.3333,19.6638,386.6667,1.0501,0.3781,40.0000,18.2574,333.3333,ECU2
-20.0000,0.0000,0.0000,0.0000,-3.0000,-20.0000,20.0000,400.0000,ECU2
-10.0000,10.9545,120.0000,0.0000,-2.0000,0.0000,14.1421,200.0000,ECU2
-20.0000,0.0000,0.0000,0.0000,-3.0000,-20.0000,20.0000,400.0000,ECU2
-10.0000,10.9545,120.0000,0.0000,-2.0000,0.0000,14.1421,200.0000,ECU2
-6.6667,10.3280,106.6667,-0.7071,-1.5000,0.0000,11.5470,133.3333,ECU2
-20.0000,0.0000,0.0000,0.0000,-3.0000,-20.0000,20.0000,400.0000,ECU2
-6.6667,10.3280,106.6667,-0.7071,-1.5000,0.0000,11.5470,133.3333,ECU2
-20.0000,0.0000,0.0000,0.0000,-3.0000,-20.0000,20.0000,400.0000,ECU2
-13.3333,10.3280,106.6667,0.7071,-1.5000,0.0000,16.3299,266.6667,ECU2
-16.6667,8.1650,66.6667,1.7889,1.2000,0.0000,18.2574,333.3333,ECU2
-6.6667,10.3280,106.6667,-0.7071,-1.5000,0.0000,11.5470,133.3333,ECU2
-13.3333,10.3280,106.6667,0.7071,-1.5000,0.0000,16.3299,266.6667,ECU2
3.3333,8.1650,66.6667,1.7889,1.2000,20.0000,8.1650,66.6667,ECU2
-20.0000,0.0000,0.0000,0.0000,-3.0000,-20.0000,20.0000,400.0000,ECU2
3.3333,29.4392,866.6667,1.3434,0.4843,60.0000,27.0801,733.3333,ECU2
-10.0000,10.9545,120.0000,0.0000,-2.0000,0.0000,14.1421,200.0000,ECU2
-13.3333,10.3280,106.6667,0.7071,-1.5000,0.0000,16.3299,266.6667,ECU2
-3.3333,8.1650,66.6667,-1.7889,1.2000,0.0000,8.1650,66.6667,ECU2
-16.6667,8.1650,66.6667,1.7889,1.2000,0.0000,18.2574,333.3333,ECU2
10.0000,10.9545,120.0000,0.0000,-2.0000,20.0000,14.1421,200.0000,ECU2
-20.0000,0.0000,0.0000,0.0000,-3.0000,-20.0000,20.0000,400.0000,ECU2
10.0000,10.9545,120.0000,0.0000,-2.0000,20.0000,14.1421,200.0000,ECU2
-3.3333,8.1650,66.6667,-1.7889,1.2000,0.0000,8.1650,66.6667,ECU2
-13.3333,16.3299,266.6667,1.7889,1.2000,20.0000,20.0000,400.0000,ECU2
-10.0000,10.9545,120.0000,0.0000,-2.0000,0.0000,14.1421,200.0000,ECU2
-20.0000,0.0000,0.0000,0.0000,-3.0000,-20.0000,20.0000,400.0000,ECU2
-6.6667,10.3280,106.6667,-0.7071,-1.5000,0.0000,11.5470,133.3333,ECU2
-20.0000,0.0000,0.0000,0.0000,-3.0000,-20.0000,20.0000,400.0000,ECU2
-10.0000,10.9545,120.0000,0.0000,-2.0000,0.0000,14.1421,200.0000,ECU2
-3.3333,8.1650,66.6667,-1.7889,1.2000,0.0000,8.1650,66.6667,ECU2
-13.3333,10.3280,106.6667,0.7071,-1.5000,0.0000,16.3299,266.6667,ECU2
-16.6667,8.1650,66.6667,1.7889,1.2000,0.0000,18.2574,333.3333,ECU2
-13.3333,10.3280,106.6667,0.7071,-1.5000,0.0000,16.3299,266.6667,ECU2
-16.6667,8.1650,66.6667,1.7889,1.2000,0.0000,18.2574,333.3333,ECU2
-33.3333,10.3280,106.6667,0.7071,-1.5000,-20.0000,34.6410,1200.0000,ECU2
-3.3333,8.1650,66.6667,-1.7889,1.2000,0.0000,8.1650,66.6667,ECU2
-20.0000,0.0000,0.0000,0.0000,-3.0000,-20.0000,20.0000,400.0000,ECU2
-6.6667,10.3280,106.6667,-0.7071,-1.5000,0.0000,11.5470,133.3333,ECU2
-33.3333,10.3280,106.6667,0.7071,-1.5000,-20.0000,34.6410,1200.0000,ECU2
-6.6667,10.3280,106.6667,-0.7071,-1.5000,0.0000,11.5470,133.3333,ECU2
-13.3333,10.3280,106.6667,0.7071,-1.5000,0.0000,16.3299,266.6667,ECU2
-10.0000,10.9545,120.0000,0.0000,-2.0000,0.0000,14.1421,200.0000,ECU2
-20.0000,0.0000,0.0000,0.0000,-3.0000,-20.0000,20.0000,400.0000,ECU2
-10.0000,10.9545,120.0000,0.0000,-2.0000,0.0000,14.1421,200.0000,ECU2
10.0000,10.9545,120.0000,0.0000,-2.0000,20.0000,14.1421,200.0000,ECU2
3.3333,19.6638,386.6667,1.0501,0.3781,40.0000,18.2574,333.3333,ECU2
-20.0000,0.0000,0.0000,0.0000,-3.0000,-20.0000,20.0000,400.0000,ECU2
-3.3333,8.1650,66.6667,-1.7889,1.2000,0.0000,8.1650,66.6667,ECU2
-16.6667,8.1650,66.6667,1.7889,1.2000,0.0000,18.2574,333.3333,ECU2
3.3333,8.1650,66.6667,1.7889,1.2000,20.0000,8.1650,66.6667,ECU2
-6.6667,10.3280,106.6667,-0.7071,-1.5000,0.0000,11.5470,133.3333,ECU2
-20.0000,0.0000,0.0000,0.0000,-3.0000,-20.0000,20.0000,400.0000,ECU2
-3.3333,8.1650,66.6667,-1.7889,1.2000,0.0000,8.1650,66.6667,ECU2
-23.3333,8.1650,66.6667,-1.7889,1.2000,-20.0000,24.4949,600.0000,ECU2
-13.3333,10.3280,106.6667,0.7071,-1.5000,0.0000,16.3299,266.6667,ECU2
-3.3333,8.1650,66.6667,-1.7889,1.2000,0.0000,8.1650,66.6667,ECU2
-20.0000,0.0000,0.0000,0.0000,-3.0000,-20.0000,20.0000,400.0000,ECU2
-6.6667,10.3280,106.6667,-0.7071,-1.5000,0.0000,11.5470,133.3333,ECU2
-16.6667,8.1650,66.6667,1.7889,1.2000,0.0000,18.2574,333.3333,ECU2
-6.6667,10.3280,106.6667,-0.7071,-1.5000,0.0000,11.5470,133.3333,ECU2
0.0000,33.4664,1120.0000,1.1223,-0.3673,60.0000,30.5505,933.3333,ECU2
-10.0000,10.9545,120.0000,0.0000,-2.0000,0.0000,14.1421,200.0000,ECU2
-3.3333,8.1650,66.6667,-1.7889,1.2000,0.0000,8.1650,66.6667,ECU2
-20.0000,0.0000,0.0000,0.0000,-3.0000,-20.0000,20.0000,400.0000,ECU2
20.0000,0.0000,0.0000,0.0000,-3.0000,20.0000,20.0000,400.0000,ECU2
-20.0000,0.0000,0.0000,0.0000,-3.0000,-20.0000,20.0000,400.0000,ECU2
-10.0000,10.9545,120.0000,0.0000,-2.0000,0.0000,14.1421,200.0000,ECU2
-16.6667,8.1650,66.6667,1.7889,1.2000,0.0000,18.2574,333.3333,ECU2
-10.0000,10.9545,120.0000,0.0000,-2.0000,0.0000,14.1421,200.0000,ECU2
3.3333,8.1650,66.6667,1.7889,1.2000,20.0000,8.1650,66.6667,ECU2
-3.3333,8.1650,66.6667,-1.7889,1.2000,0.0000,8.1650,66.6667,ECU2
-20.0000,0.0000,0.0000,0.0000,-3.0000,-20.0000,20.0000,400.0000,ECU2
-13.3333,16.3299,266.6667,-0.6261,-0.9600,0.0000,20.0000,400.0000,ECU2
-13.3333,10.3280,106.6667,0.7071,-1.5000,0.0000,16.3299,266.6667,ECU2
-6.6667,10.3280,106.6667,-0.7071,-1.5000,0.0000,11.5470,133.3333,ECU2
-20.0000,0.0000,0.0000,0.0000,-3.0000,-20.0000,20.0000,400.0000,ECU2
-3.3333,15.0555,226.6667,0.2283,-0.8927,20.0000,14.1421,200.0000,ECU2
-10.0000,24.4949,600.0000,1.7889,1.2000,40.0000,24.4949,600.0000,ECU2
-5.7143,29.9205,895.2381,1.8105,1.5751,60.0000,28.2843,800.0000,ECU2
-3.3333,8.1650,66.6667,-1.7889,1.2000,0.0000,8.1650,66.6667,ECU2
-16.6667,8.1650,66.6667,1.7889,1.2000,0.0000,18.2574,333.3333,ECU2
3.3333,8.1650,66.6667,1.7889,1.2000,20.0000,8.1650,66.6667,ECU2
-13.3333,10.3280,106.6667,0.7071,-1.5000,0.0000,16.3299,266.6667,ECU2
-10.0000,10.9545,120.0000,0.0000,-2.0000,0.0000,14.1421,200.0000,ECU2
-13.3333,10.3280,106.6667,0.7071,-1.5000,0.0000,16.3299,266.6667,ECU2
-23.3333,8.1650,66.6667,-1.7889,1.2000,-20.0000,24.4949,600.0000,ECU2
-16.6667,8.1650,66.6667,1.7889,1.2000,0.0000,18.2574,333.3333,ECU2
-10.0000,10.9545,120.0000,0.0000,-2.0000,0.0000,14.1421,200.0000,ECU2
-20.0000,0.0000,0.0000,0.0000,-3.0000,-20.0000,20.0000,400.0000,ECU2
-10.0000,10.9545,120.0000,0.0000,-2.0000,0.0000,14.1421,200.0000,ECU2
-13.3333,10.3280,106.6667,0.7071,-1.5000,0.0000,16.3299,266.6667,ECU2
-16.6667,8.1650,66.6667,1.7889,1.2000,0.0000,18.2574,333.3333,ECU2
-6.6667,10.3280,106.6667,-0.7071,-1.5000,0.0000,11.5470,133.3333,ECU2
-30.0000,10.9545,120.0000,0.0000,-2.0000,-20.0000,31.6228,1000.0000,ECU2
16.6667,8.1650,66.6667,-1.7889,1.2000,20.0000,18.2574,333.3333,ECU2
-20.0000,0.0000,0.0000,0.0000,-3.0000,-20.0000,20.0000,400.0000,ECU2
3.3333,29.4392,866.6667,1.3434,0.4843,60.0000,27.0801,733.3333,ECU2
-20.0000,0.0000,0.0000,0.0000,-3.0000,-20.0000,20.0000,400.0000,ECU2
-16.6667,8.1650,66.6667,1.7889,1.2000,0.0000,18.2574,333.3333,ECU2
-3.3333,8.1650,66.6667,-1.7889,1.2000,0.0000,8.1650,66.6667,ECU2
-13.3333,10.3280,106.6667,0.7071,-1.5000,0.0000,16.3299,266.6667,ECU2
-10.0000,10.9545,120.0000,0.0000,-2.0000,0.0000,14.1421,200.0000,ECU2
-20.0000,0.0000,0.0000,0.0000,-3.0000,-20.0000,20.0000,400.0000,ECU2
-10.0000,10.9545,120.0000,0.0000,-2.0000,0.0000,14.1421,200.0000,ECU2
-3.3333,23.3809,546.6667,1.1580,0.0178,40.0000,21.6025,466.6667,ECU2
10.0000,24.4949,600.0000,1.7889,1.2000,60.0000,24.4949,600.0000,ECU2
3.3333,8.1650,66.6667,1.7889,1.2000,20.0000,8.1650,66.6667,ECU2
-20.0000,0.0000,0.0000,0.0000,-3.0000,-20.0000,20.0000,400.0000,ECU2
0.0000,30.9839,960.0000,1.4142,0.5000,60.0000,28.2843,800.0000,ECU2
-16.0000,8.9443,80.0000,1.5000,0.2500,0.0000,17.8885,320.0000,ECU2
-6.6667,10.3280,106.6667,-0.7071,-1.5000,0.0000,11.5470,133.3333,ECU2
-13.3333,10.3280,106.6667,0.7071,-1.5000,0.0000,16.3299,266.6667,ECU2
-6.6667,10.3280,106.6667,-0.7071,-1.5000,0.0000,11.5470,133.3333,ECU2
